sub,number,name,url,description,catalog
ART,199T,Special Topics in Art,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/100/ART-199T,"These one-credit introductory topics offer students a variety of hands-on studio experiences. All courses will address basic design principles and artistic concepts, and will allow students to explore a variety of media. Topics may include: Handmade Paper and Books, The Sketchbook, The Ceramic Cup, Small Works, Color, Graphic Design, Artistic Transformations of the Human Body, and The Spirit of the Land.",2016
ART,201,Graphic Design,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/200/ART-201,"This course will focus on the field of graphic design. Topics will include the use of basic typography, imagery, and visual organization and will include both traditional and digital approaches to graphic design. This course will also provide an introduction to Adobe CC Illustrator, Photoshop and InDesign. *Extra fees apply in most studio art courses.",2016
ART,205,Illustration and Visual Narrative,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/200/ART-205,"This course focuses on illustration and the visual narrative using both traditional and digital media. Topics include, but are not limited to, illustration for design and advertising, editorial illustration and photo illustration. The course will also cover illustration and sequencing for the visual narrative in which students will create and hand bind a simple artist book or graphic novel as their final project.  Prerequisite: Art-100, ART-130 recommended *Extra fees apply in most studio art courses.",2016
ART,207,Digital Video,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/200/ART-207,"This course covers the techniques, theories, and skills of creating video. Concepts such as story boarding, editing, lighting, and composition will be covered. Students will develop, shoot, and edit short video projects using Adobe CC Premiere.  Prerequisite: ART-201 or ART-107 *Extra fees apply in most studio art courses.",2016
ART,230,Introduction to Sculpture,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/200/ART-230,"A studio course exploring a variety of media  and techniques including modeling, carving, and assemblage.  Related lectures explore the historical context of sculptors' approach. *Extra fees apply in most studio art courses. See Course Schedule for details.",2016
ART,239,Ancient to Medieval,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/200/ART-239,An introduction to basic art history terms and concepts and a survey of major western art works from ancient egypt to fourteenth-century Europe. The course may include cross-cultural comparisons to place the works in the wider context of world art.,2016
ART,240,Renaissance to Modern,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/200/ART-240,A survey of key developments in the history of western art from fifteenth-century Europe to present. Attention will be given to technical developments and socio-political conditions effecting art production. Cross-cultural comparisons will be made.,2016
ART,294,Independent Study,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/200/ART-294,Readings and research in art history for those with no previous art history background.(See independent study guidelines.) Prequisites: Instructor permission.,2016
ART,299T,Special Topics in Art,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/200/ART-299T,nan,2016
ART,302,Drawing the Portrait,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/300/ART-302,"This studio course explores traditional and experimental approaches to portraiture.  Students will consider a variety issues including the factors contributing to a likeness, and the presentation of public versus private images of the sitter.  A variety of media will be used, and some art-critical reading may be required. *Extra fees apply in most studio art courses. See Course Schedule for details.   Prerequsites: ART 130",2016
ART,320,Advanced Studio Projects,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/300/ART-320,"This advanced studio art course emphasizes the development of skills to create a substantial body of work that demonstrates technical competence, understanding of the chosen medium, effective composition, stylistic and thematic unity, conceptual sophistication and an understanding of how the work relates to art historical traditions. Students may choose to explore in-depth ceramics, sculpture, drawing, painting, printmaking, or mixed media. Course will also include bi-weekly class critiques of student artwork, assigned readings, discussion of work of major artists, and written self-assessments. Before enrolling in this class, students must complete a basic studio course in their project's medium. Course may be repeated twice with a different project or medium. *Extra fees apply in most studio art courses.  Prerequisties: ART-130 or ART-132 and either ART-100, 101, 103, 125, 230, 302, or 315.",2016
ART,321,Visual Communication Advanced Studio,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/300/ART-321,"This advanced course focuses on the continued development of visual communications using traditional and/or digital methods. Students complete independent projects in digital imaging, illustration, book arts, digital video, print or web design. Course may be repeated twice for credit with different projects. Prerequisites: ART-201 and one of the following ART-107, ART-108, ART-205 OR ART-207 *Extra fees apply in most studio art courses.",2016
ART,324,Picasso and 20th Century Art,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/300/ART-324,"Students will examine the major contributions Pablo Picasso made to Cubism, Surrealism, and Modernist Abstraction.  Themes of eroticism, popular culture, violence, and political protest in the artist's work will also be considered. Some prior art history or upper-level humanities or social sciences course work is recommended.",2016
ART,325,Art of the Romantic Era,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/300/ART-325,"A survey of western art from the mid-eighteenth century to the Napoleonic period, focusing on the rise of Romantic individualism, and its importance for the art of our time. Some prior art history or upper-level humanities or social sciences course work is recommended.",2016
ART,326,Rembrandt and 17th Century Dutch Art,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/300/ART-326,"This course on Rembrandt van Rijn (1606-69) will examine his significance in light of such developments in the Dutch Republic as the rise in importance of group-portrait, landscape, genre, and still-life painting. Other issues to be considered include artistic patronage, images of nationalism, representations of domestic life, illusionism and art, the relationship between paintings and emblematic imagery, and Rembrandt's contributions to printmaking. Comparisons will also be made between Rembrandt's work and that produced by artists in Italy, Spain, and the Spanish Netherlands.",2016
ART,330,Figure Drawing,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/300/ART-330,A studio course focusing on traditional and innovative approaches to rendering the human figure.  A variety of media will be used. Prerequisite: Art-100.,2016
ART,341,Modern Art: 1850-1940,http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ART-Art/300/ART-341,"This course will cover the history of western art from Realism and Impressionism to the Surrealists. Movements to be considered include Post-Impressionism, Fauvism, German Expressionism,Cubism,Futurism,Constructivism, Dada and Surrealism. Some prior art history or upper-level humanities or social science course is recommended.",2016
